SKU,CATEGORY,Producer_Name,Product_Name,Vintage,Volume_Amount,Volume_Unit,Pack_Size,Sleeve_Size,Container,FOB,FOB_SS,FOB_CD,FOB_XC,Country,Region/State,Appelation,Grapes,ABV,Keg Coupler,UPC/EAN,COLA,Weight,Cases_Per_Layer,Cases_Per_Pallet,Notes,Status,Score
ZRS-0654-19,,ANDERS FREDERIK STEEN & ANNE BRUUN BLAUERT 🌱🐂 - new vintages!,Les Vignes des Enfants VDF Red,2019,750,ml,12.0,,,276,,,,FRANCE,,,petite syrah,,,,,,,,,,
ZRS-0654-20,,ANDERS FREDERIK STEEN & ANNE BRUUN BLAUERT 🌱🐂 - new vintages!,Les Vignes des Enfants VDF Red,2020,750,ml,12.0,,,276,,,,FRANCE,,,petite syrah,,,,,,,,,,
ZRS-1326-24,,MAS D'INTRAS 🌱 - new vintages!,Chardonnay Ardeche White,2024,750,ml,12.0,,,138,,,,FRANCE,,,chardonnay,,,,,,,,,,
ZRS-1009-23,,MAS D'INTRAS 🌱 - new vintages!,Viognier VDF White,2023,750,ml,12.0,,,126,,,,FRANCE,,,viognier,,,,,,,,,,
ZRS-0380-22,,MAS D'INTRAS 🌱 - new vintages!,"""Cuvée de la Montagnère"" IGP Ardèche White",2022,750,ml,12.0,,,126,,,,FRANCE,,,"viognier, grenache blanc, chardonnay, clairette",,,,,,,,,,
ZRS-1327-24,,MAS D'INTRAS 🌱 - new vintages!,"""Isidora"" Ardèche Rosé 2024",2024,750,ml,12.0,,,120,,,,FRANCE,,,"grenache, merlot",,,,,,,,,,
ZRS-0379-23,,MAS D'INTRAS 🌱 - new vintages!,"""Le Champ des Filles"" IGP Ardèche Rosé",2023,750,ml,12.0,,,114,,,,FRANCE,,,"grenache, merlot, syrah",,,,,,,,,,
ZRS-1328-23,,MAS D'INTRAS 🌱 - new vintages!,"""La Souche"" Ardèche Red",2023,750,ml,12.0,,,138,,,,FRANCE,,,syrah,,,,,,,,,,
ZRS-1008-23,,MAS D'INTRAS 🌱 - new vintages!,Grenache VDF Red,2023,750,ml,12.0,,,120,,,,FRANCE,,,grenache,,,,,,,,,,
ZRS-1007-23,,MAS D'INTRAS 🌱 - new vintages!,"Carignan ""Nature"" IGP Ardèche Red",2023,750,ml,12.0,,,120,,,,FRANCE,,,carignan,,,,,,,,,,
14-0992-NV,,LES VIGNES D'OLIVIER (Olivier Cohen) 🌱,VDF Rosé,NV,750,ml,12.0,,,156,,,,FRANCE,,,cinsault,,,,,,,,,,
16-0139-NV,,LES VIGNES D'OLIVIER (Olivier Cohen) 🌱,"""Rond Vert"" VDF Rouge",NV,750,ml,12.0,,,156,,,,FRANCE,,,"syrah, merlot, carignan",,,,,,,,,,
19-1341-18,,LES VIGNES D'OLIVIER (Olivier Cohen) 🌱,"""Ronds Noirs - LOU2018"" VDF Rouge",2018,750,ml,12.0,,,180,,,,FRANCE,,,"carignan, syrah, grenache, merlot",,,,,,,,,,
ZRS-0451-21,,LES VIGNES D'OLIVIER (Olivier Cohen) 🌱,"""Ronds Noirs"" VDF Rouge",2021,750,ml,12.0,,,180,,,,FRANCE,,,"carignan, syrah, grenache, merlot",,,,,,,,,,
ZRS-0452-23,,LES VIGNES D'OLIVIER (Olivier Cohen) 🌱,"""Ronds Rouges"" VDF Rouge",2023,750,ml,12.0,,,156,,,,FRANCE,,,"carignan, syrah, grenache, merlot",,,,,,,,,,
ZRS-0452-22,,LES VIGNES D'OLIVIER (Olivier Cohen) 🌱,"""Ronds Rouges"" VDF Rouge",2022,750,ml,12.0,,,168,,,,FRANCE,,,"carignan, syrah, grenache, merlot",,,,,,,,,,
ZRS200324-NV,,LES VIGNES D'OLIVIER (Olivier Cohen) 🌱,"""L'Envolée"" VDF Rosé",NV,750,ml,12.0,,,174,,,,FRANCE,,,"syrah, grenache, cinsault",,,,,,,,,,
17-0428-NV,,LES VIGNES D'OLIVIER (Olivier Cohen) 🌱,"""VO"" VDF Rouge",NV,750,ml,12.0,,,156,,,,FRANCE,,,carignan,,,,,,,,,,
ZRS22-0485-NV,,LES VIGNES D'OLIVIER (Olivier Cohen) 🌱,"""Champ Traversier"" VDF Rouge",NV,750,ml,12.0,,,198,,,,FRANCE,,,cinsault,,,,,,,,,,
ZRS-2001-NV,,LES VIGNES D'OLIVIER (Olivier Cohen) 🌱,"""Cuvée Speciale - Garde Prolongée"" VDF Rouge",NV,750,ml,12.0,,,258,,,,FRANCE,,,"grenache, carignan",,,,,,,,,,
ZRS-0448-NV,,LES VIGNES D'OLIVIER (Olivier Cohen) 🌱,"""Cuvée Speciale"" VDF Rouge",NV,750,ml,12.0,,,234,,,,FRANCE,,,"grenache, carignan",,,,,,,,,,
19-0301-NV,,LES VIGNES D'OLIVIER (Olivier Cohen) 🌱,"""Déferlante 1"" VDF Rouge",NV,750,ml,12.0,,,144,,,,FRANCE,,,"syrah, carignan, grenache, cinsault",,,,,,,,,,
19-0715-NV,,LES VIGNES D'OLIVIER (Olivier Cohen) 🌱,"""Déferlante 2"" VDF Rosé",NV,750,ml,12.0,,,144,,,,FRANCE,,,"chenin; syrah, grenache",,,,,,,,,,
19-1340-NV,,LES VIGNES D'OLIVIER (Olivier Cohen) 🌱,"""Déferlante 3"" VDF Rouge",NV,750,ml,12.0,,,162,,,,FRANCE,,,"chenin; syrah, grenache; ugni blanc, carignan, vermentino",,,,,,,,,,
ZRS200127-NV,,LES VIGNES D'OLIVIER (Olivier Cohen) 🌱,"""Déferlante Pressée"" VDF Rosé",NV,750,ml,12.0,,,162,,,,FRANCE,,,merlot,,,,,,,,,,
ZRS-0450-22,,LES VIGNES D'OLIVIER (Olivier Cohen) 🌱,"""Déferlante Blanche"" VDF Blanc",2022,750,ml,12.0,,,156,,,,FRANCE,,,"chenin blanc, cinsault, ugni blanc",,,,,,,,,,
ZRS-0786-24,,LES VIGNES D'OLIVIER (Olivier Cohen) 🌱,"""Déferlante Orangée"" VDF White",2024,750,ml,12.0,,,156,,,,FRANCE,,,"skin-contact clairette, direct press cinsault",,,,,,,,,,
ZRS-0449-23,,LES VIGNES D'OLIVIER (Olivier Cohen) 🌱,"""Déferlante Rouge"" VDF Rouge",2023,750,ml,12.0,,,138,,,,FRANCE,,,"merlot, cinsault, ugni blanc, carignan",,,,,,,,,,
ZRS-0803-23,,LOLITA (Lolita Sene) 🌱,Bling Bling VDF White,2023,750,ml,12.0,,,276,,,,FRANCE,,,chardonnay,,,,,,,,,,
ZRS-0450-22,,LOLITA (Lolita Sene) 🌱,Couscous VDF White,2023,750,ml,12.0,,,276,,,,FRANCE,,,direct press cinsault,,,,,,,,,,
ZRS-0353-23,,LOLITA (Lolita Sene) 🌱,"""Kiffe Kiffe"" VDF Blanc",2023,750,ml,12.0,,,228,,,,FRANCE,,,sauvignon blanc,,,,,,,,,,
ZRS-1256-23,,LOLITA (Lolita Sene) 🌱,"""Dimanche"" VDF White",2023,750,ml,12.0,,,228,,,,FRANCE,,,"chardonnay, grenche blanc, grenache gris",,,,,,,,,,
ZRS22-0127-21,,LOLITA (Lolita Sene) 🌱,"""Far Niente"" VDF Blanc",2021,750,ml,12.0,,,246,,,,FRANCE,,,"grenache noir, grenache gris, clairette rose, clairette blanche, cinsault",,,,,,,,,,
ZRS-0352-23,,LOLITA (Lolita Sene) 🌱,"""Ginger Sushi"" VDF Blanc",2023,750,ml,12.0,,,228,,,,FRANCE,,,"direct press grenache, clairette",,,,,,,,,,
ZRS200240-20,,LOLITA (Lolita Sene) 🌱,"""Mise en Bec"" VDF Blanc",2020,750,ml,12.0,,,288,,,,FRANCE,,,sauvignon blanc,,,,,,,,,,
ZRS22-0126-21,,LOLITA (Lolita Sene) 🌱,"""Mise en Bouche"" VDF Rouge",2021,750,ml,12.0,,,246,,,,FRANCE,,,"grenache noir/gris, clairette rose/blanche, cinsault",,,,,,,,,,
ZRS20-0284-19,,LOLITA (Lolita Sene) 🌱,"""Tralala"" VDF Rouge",2019,750,ml,12.0,,,282,,,,FRANCE,,,syrah (méthode ancestrale),,,,,,,,,,
ZRS-0351-23,,LOLITA (Lolita Sene) 🌱,"""Couscous"" VDF Rouge",2023,750,ml,12.0,,,276,,,,FRANCE,,,cinsault,,,,,,,,,,
ZRS-0354-23,,LOLITA (Lolita Sene) 🌱,"""Papanapator"" VDF Rouge",2023,750,ml,12.0,,,276,,,,FRANCE,,,syrah,,,,,,,,,,
ZRS22-0399-21,,LOLITA (Lolita Sene) 🌱,"""Adorable"" VDF Rouge",2021,750,ml,12.0,,,252,,,,FRANCE,,,"syrah, grenache",,,,,,,,,,
ZRS20289-20,,LOLITA (Lolita Sene) 🌱,"""150 BPM"" VDF Rouge",2020,750,ml,12.0,,,252,,,,FRANCE,,,"clairette, cinsault, mourvèdre",,,,,,,,,,
18-0258-18,,"AD VINUM (Sébastien ""Catouille"" Chatillon) 🌱- new cuvées!","""Les Sables"" VDF Blanc",2018,750,ml,12.0,,,246,,,,FRANCE,,,clairette blanche,,,,,,,,,,
18-0258M18,,"AD VINUM (Sébastien ""Catouille"" Chatillon) 🌱- new cuvées!","""Les Sables"" VDF Blanc 1.5L",2018,1500,ml,6.0,,,258,,,,FRANCE,,,clairette blanche,,,,,,,,,,
ZRS2102-20,,"AD VINUM (Sébastien ""Catouille"" Chatillon) 🌱- new cuvées!","""Riot"" VDF Blanc",2020,750,ml,12.0,,,144,,,,FRANCE,,,gewürztraminer (Alsace),,,,,,,,,,
ZRS2107-20,,"AD VINUM (Sébastien ""Catouille"" Chatillon) 🌱- new cuvées!","""Ravaged"" VDF Blanc",2020,750,ml,12.0,,,180,,,,FRANCE,,,pinot gris,,,,,,,,,,
17-0544-18,,"AD VINUM (Sébastien ""Catouille"" Chatillon) 🌱- new cuvées!","""Levat"" VDF Rosé",2018,750,ml,12.0,,,180,,,,FRANCE,,,"grenache, cinsault, picpoul, grenache blanc, clairette",,,,,,,,,,
19-0576-18,,"AD VINUM (Sébastien ""Catouille"" Chatillon) 🌱- new cuvées!","""Cicle"" VDF Rosé",2018,750,ml,12.0,,,240,,,,FRANCE,,,"clairette, cinsault",,,,,,,,,,
19-0576M18,,"AD VINUM (Sébastien ""Catouille"" Chatillon) 🌱- new cuvées!","""Cicle"" VDF Rosé 1.5L",2018,1500,ml,6.0,,,324,,,,FRANCE,,,"clairette, cinsault",,,,,,,,,,
19-0733M18,,"AD VINUM (Sébastien ""Catouille"" Chatillon) 🌱- new cuvées!","""Ampli"" VDF Rosé 1.5L",2018,1500,ml,6.0,,,240,,,,FRANCE,,,"carignan, bourboulenc",,,,,,,,,,
ZRS-0509-21,,"AD VINUM (Sébastien ""Catouille"" Chatillon) 🌱- new cuvées!",Hamac VDF Red,2021,750,ml,6.0,,,108,,,,FRANCE,,,"grenache, carignan, ugni blanc",,,,,,,,,,
ZRS2106-21,,"AD VINUM (Sébastien ""Catouille"" Chatillon) 🌱- new cuvées!","""St. Agathe"" VDF Rouge",2021,750,ml,12.0,,,150,,,,FRANCE,,,"grenache, syrah",,,,,,,,,,
ZRS2108-21,,"AD VINUM (Sébastien ""Catouille"" Chatillon) 🌱- new cuvées!","""Leon"" VDF Rouge",2021,750,ml,12.0,,,204,,,,FRANCE,,,"grenache, syrah, sauvignon blanc",,,,,,,,,,
ZRS2100-20,,"AD VINUM (Sébastien ""Catouille"" Chatillon) 🌱- new cuvées!","""Les Amants Maudits"" VDF Rouge",2020,750,ml,12.0,,,246,,,,FRANCE,,,"grenache, ugni blanc, sur lies de gewürztraminer",,,,,,,,,,
19-0578-18,,"AD VINUM (Sébastien ""Catouille"" Chatillon) 🌱- new cuvées!","""Verres"" VDF Rouge",2018,750,ml,12.0,,,144,,,,FRANCE,,,"grenache noir/blanc, counnoise, roussanne, bourboulenc, cinsault",,,,,,,,,,
ZRS2110-NV,,"AD VINUM (Sébastien ""Catouille"" Chatillon) 🌱- new cuvées!","""La Confidence"" VDF Rouge",NV,750,ml,12.0,,,240,,,,FRANCE,,,"grenache, syrah, ugni blanc, sauvignon blanc",,,,,,,,,,
19-0578M18,,"AD VINUM (Sébastien ""Catouille"" Chatillon) 🌱- new cuvées!","""Verres"" VDF Red 1.5L",2018,1500,ml,6.0,,,282,,,,FRANCE,,,"g. noir/blanc, counnoise, roussanne, bourboulenc, cinsault",,,,,,,,,,
ZRS200229-19,,"AD VINUM (Sébastien ""Catouille"" Chatillon) 🌱- new cuvées!","""A Far l'Amore Cominica Tu"" VDF Rouge",2019,750,ml,12.0,,,300,,,,FRANCE,,,"mourvèdre, ugni blanc from Romain Le Bars; grenache, syrah",,,,,,,,,,
ZRS22-0212-19,,"AD VINUM (Sébastien ""Catouille"" Chatillon) 🌱- new cuvées!","""BIM"" VDF Rouge",2019,750,ml,12.0,,,138,,,,FRANCE,,,"grenache, carignan, mourvèdre",,,,,,,,,,
ZRS-0511-NV,,"AD VINUM (Sébastien ""Catouille"" Chatillon) 🌱- new cuvées!","""Volemie"" VDF Red",NV,750,ml,12.0,,,222,,,,FRANCE,,,carignan,,,,,,,,,,
ZRS-0510-22,,"AD VINUM (Sébastien ""Catouille"" Chatillon) 🌱- new cuvées!","""Les Arcs"" Rouge VDF Red",2022,750,ml,6.0,,,81,,,,FRANCE,,,"merlot, syrah",,,,,,,,,,
ZRS-0665-NV,,"AD VINUM (Sébastien ""Catouille"" Chatillon) 🌱- new cuvées!","""Immaculee"" VDF Red",NV,750,ml,12.0,,,378,,,,FRANCE,,,pinot noir (Savigny-les-Beaune),,,,,,,,,,
11-006-01-19,,"AD VINUM (Sébastien ""Catouille"" Chatillon) 🌱- new cuvées!","""Blood Farmers"" VDF Rouge",2019,750,ml,12.0,,,156,,,,FRANCE,,,"grenache, mourvèdre, roussanne, d.press carignan",,,,,,,,,,
ZRS2101-20,,"AD VINUM (Sébastien ""Catouille"" Chatillon) 🌱- new cuvées!","""Lifeboat"" VDF Rouge",2020,750,ml,12.0,,,180,,,,FRANCE,,,"grenache, syrah, carignan, mourvèdre",,,,,,,,,,
18-0260-17,,"AD VINUM (Sébastien ""Catouille"" Chatillon) 🌱- new cuvées!","""Les Sabots"" VDF Rouge",2017,750,ml,12.0,,,205,,,,FRANCE,,,"caladoc, sauvignon blanc",,,,,,,,,,
ZRS2104-20,,"AD VINUM (Sébastien ""Catouille"" Chatillon) 🌱- new cuvées!","Les Petits Agités ""Petit Agité"" VDF Rouge",2020,750,ml,12.0,,,216,,,,FRANCE,,,"cinsault, marsanne",,,,,,,,,,
18-0259-17,,"AD VINUM (Sébastien ""Catouille"" Chatillon) 🌱- new cuvées!","""Marroca"" VDF Rouge",2017,750,ml,12.0,,,240,,,,FRANCE,,,"cinsault, roussanne",,,,,,,,,,
ZRS2105-20,,"AD VINUM (Sébastien ""Catouille"" Chatillon) 🌱- new cuvées!","""Fahrenheit"" VDF Rouge",2020,750,ml,12.0,,,144,,,,FRANCE,,,"syrah, grenache",,,,,,,,,,
ZRS200234-19,,"AD VINUM (Sébastien ""Catouille"" Chatillon) 🌱- new cuvées!","""They Hear About Us"" VDF Rouge",2019,750,ml,12.0,,,246,,,,FRANCE,,,grenache,,,,,,,,,,
ZRS200234M19,,"AD VINUM (Sébastien ""Catouille"" Chatillon) 🌱- new cuvées!","""They Hear About Us"" VDF Rouge 1.5L",2019,1500,ml,6.0,,,246,,,,FRANCE,,,grenache,,,,,,,,,,
ZRS200230-19,,"AD VINUM (Sébastien ""Catouille"" Chatillon) 🌱- new cuvées!","""Back On The Streets"" VDF Rouge",2019,750,ml,12.0,,,144,,,,FRANCE,,,"grenache noir, syrah, ugni blanc – from Romain le Bars",,,,,,,,,,
ZRS2109-20,,"AD VINUM (Sébastien ""Catouille"" Chatillon) 🌱- new cuvées!","""Falaises"" VDF Rouge",2020,750,ml,12.0,,,240,,,,FRANCE,,,"grenache, syrah",,,,,,,,,,
19-1079J17,,"AD VINUM (Sébastien ""Catouille"" Chatillon) 🌱- new cuvées!","""Falaises"" VDF Rouge JERO",2018,5000,ml,1.0,,,126,,,,FRANCE,,,"grenache, syrah",,,,,,,,,,
ZRS200232-19,,"AD VINUM (Sébastien ""Catouille"" Chatillon) 🌱- new cuvées!","""Oursin"" VDF Rouge",2019,750,ml,12.0,,,354,,,,FRANCE,,,"grenache, syrah, cinsault",,,,,,,,,,
ZRS200235-20,,"AD VINUM (Sébastien ""Catouille"" Chatillon) 🌱- new cuvées!","""Rock'n Roll Suicide"" VDF Rouge",2020,750,ml,12.0,,,354,,,,FRANCE,,,"pinot blanc & gris, grenache blanc & gris",,,,,,,,,,
ZRS2103-20,,"AD VINUM (Sébastien ""Catouille"" Chatillon) 🌱- new cuvées!","""Une cote dans la nuit"" VDF Rouge",2020,750,ml,12.0,,,420,,,,FRANCE,,,pinot noir (Côte de Nuits),,,,,,,,,,
ZRS200233-NV,,"AD VINUM (Sébastien ""Catouille"" Chatillon) 🌱- new cuvées!",Rancio,NV,750,ml,12.0,,,408,,,,FRANCE,,,"pinot noir (Burgundy); grenache, cinsault (Tavel); rancio/oxidative",,,,,,,,,,
ZRS-1029-23,,ROMAIN LE BARS 🌱,Ugni Blanc Petillant Naturel VDF Sparkling,2023,750,ml,12.0,,,204,,,,FRANCE,,,ugni blanc,,,,,,,,,,
ZRS-0550-22,,ROMAIN LE BARS 🌱,Roussanne Petillant Naturel VDF Sparkling,2022,750,ml,12.0,,,204,,,,FRANCE,,,roussanne,,,,,,,,,,
ZRS-0546-23,,ROMAIN LE BARS 🌱,"""Le Clau"" VDF Blanc",2022,750,ml,12.0,,,180,,,,FRANCE,,,"ugni blanc, roussanne",,,,,,,,,,
ZRS22-0027-21,,ROMAIN LE BARS 🌱,"""Les Secondaires"" VDF Blanc",2021,750,ml,12.0,,,168,,,,FRANCE,,,"ugni blanc, roussanne",,,,,,,,,,
ZRS-0545-23,,ROMAIN LE BARS 🌱,"""La Roussanne"" VDF Blanc",2023,750,ml,12.0,,,192,,,,FRANCE,,,roussanne,,,,,,,,,,
ZRS-1028-23,,ROMAIN LE BARS 🌱,"""Homme de la Roche"" VDF Rouge",2020,750,ml,12.0,,,150,,,,FRANCE,,,carignan,,,,,,,,,,
ZRS201330-20,,ROMAIN LE BARS 🌱,"""A 2 c'est mieux"" VDF Rouge",2020,750,ml,12.0,,,150,,,,FRANCE,,,"cinsault, carignan",,,,,,,,,,
ZRS-0131-23,,ROMAIN LE BARS 🌱,"""Nouveau Nez"" VDF Rouge",2023,750,ml,12.0,,,156,,,,FRANCE,,,"carignan, cinsault, mourvèdre, grenache",,,,,,,,,,
ZRS-0549-23,,ROMAIN LE BARS 🌱,"""Pousse Cailloux"" VDF Rouge",2023,750,ml,12.0,,,168,,,,FRANCE,,,"grenache, syrah, cinsault, ugni blanc",,,,,,,,,,
ZRS22-0028-20,,ROMAIN LE BARS 🌱,"""Les Nuits de Java"" VDF Rouge",2020,750,ml,12.0,,,210,,,,FRANCE,,,"cinsault, grenache, mourvèdre, syrah",,,,,,,,,,
ZRS-0812-23,,ROMAIN LE BARS 🌱,"""Les Vestides"" VDF Red",2023,750,ml,12.0,,,246,,,,FRANCE,,,cinsault,,,,,,,,,,
ZRS-0551-22,,ROMAIN LE BARS 🌱,Tavel Rosé,2022,750,ml,12.0,,,192,,,,FRANCE,,,"grenache, syrah",,,,,,,,,,
ZRS-0548-23,,ROMAIN LE BARS 🌱,Lirac Rosé,2022,750,ml,12.0,,,192,,,,FRANCE,,,mourvèdre,,,,,,,,,,
ZRS-0547-22,,ROMAIN LE BARS 🌱,Lirac Rouge,2022,750,ml,12.0,,,246,,,,FRANCE,,,"grenache, mourvèdre, syrah, cinsault, carignan",,,,,,,,,,
ZRS-0547-22M,,ROMAIN LE BARS 🌱,Lirac Rouge 1.5L,2022,750,ml,12.0,,,258,,,,FRANCE,,,"grenache, mourvèdre, syrah, cinsault, carignan",,,,,,,,,,
ZRS-1238-22,,DOMAINE MONT DE MARIE 🌱 - new to portfolio!,"""Salve Ager"" VDF Red 6pk",2022,750,ml,6.0,,,66,,,,FRANCE,,,"cinsault, grenache",,,,,,,,,,
ZRS-1239-22,,DOMAINE MONT DE MARIE 🌱 - new to portfolio!,"""Puech Coucou"" VDF Red 6pk",2022,750,ml,6.0,,,84,,,,FRANCE,,,"cinsault, oeillade",,,,,,,,,,
FIFI-0052-22,,DOMAINE MONT DE MARIE 🌱 - new to portfolio!,"""Anatheme"" VDF Red 6pk",2022,750,ml,6.0,,,54,,,,FRANCE,,,"aramon, grenache, cinsault, carignan",,,,,,,,,,
ZRS-0263-21,,DOMAINE LA FERME DES MAGESSES 🌱,"""Jeu de Billes"" VDF White 6pk",2021,750,ml,6.0,,,96,,,,FRANCE,,,clairette rose,,,,,,,,,,
ZRS-0262-21,,DOMAINE LA FERME DES MAGESSES 🌱,"""Invisible Love"" VDF White 6pk",2021,750,ml,6.0,,,114,,,,FRANCE,,,cinsault (blanc de noir),,,,,,,,,,
ZRS-0264-21,,DOMAINE LA FERME DES MAGESSES 🌱,"""L`Envol"" VDF Rosé 6pk",2021,750,ml,6.0,,,96,,,,FRANCE,,,syrah,,,,,,,,,,
ZRS-0261-21,,DOMAINE LA FERME DES MAGESSES 🌱,"""Campeye"" VDF Red 6pk",2021,750,ml,6.0,,,78,,,,FRANCE,,,"cinsault, mourvèdre, grenache blanc",,,,,,,,,,
ZRS-0265-21,,DOMAINE LA FERME DES MAGESSES 🌱,"""L`Outsider"" VDF Red 6pk",2021,750,ml,6.0,,,84,,,,FRANCE,,,"cinsault, grenache",,,,,,,,,,
ZRS-0267-21,,DOMAINE LA FERME DES MAGESSES 🌱,"""Caminito"" VDF Red 6pk",2021,750,ml,6.0,,,84,,,,FRANCE,,,"mourvèdre, syrah, clairette rose",,,,,,,,,,
ZRS-0266-20,,DOMAINE LA FERME DES MAGESSES 🌱,"""Passiflore"" VDF Red 6pk",2020,750,ml,6.0,,,114,,,,FRANCE,,,"mourvèdre, cinsault",,,,,,,,,,
ZRS-0576-22,,CHATEAU SAINTE ANNE 🌱,Côtes de Provence White,2022,750,ml,12.0,,,180,,,,FRANCE,,,"clairette, ugni blanc",,,,,,,,,,
ZRS-0575-22,,CHATEAU SAINTE ANNE 🌱,Côtes de Provence Rosé,2018,750,ml,12.0,,,162,,,,FRANCE,,,"mourvèdre, cinsault, grenache",,,,,,,,,,
ZRS-0313-22,,CHATEAU SAINTE ANNE 🌱,Côtes de Provence Rouge,2022,750,ml,12.0,,,192,,,,FRANCE,,,"mourvèdre, cinsault, grenache",,,,,,,,,,
ZRS-0555-23,,CHATEAU SAINTE ANNE 🌱,Bandol Blanc,2023,750,ml,12.0,,,240,,,,FRANCE,,,"ugni blanc, clairette",,,,,,,,,,
ZRS-0312-22,,CHATEAU SAINTE ANNE 🌱,Bandol Rosé,2022,750,ml,12.0,,,204,,,,FRANCE,,,"cinsault, grenache, mourvèdre",,,,,,,,,,
ZRS-0311-98,,CHATEAU SAINTE ANNE 🌱,Bandol Rouge,1998,750,ml,12.0,,,642,,,,FRANCE,,,"cinsault, grenache, mourvèdre",,,,,,,,,,
ZRS-0311-00,,CHATEAU SAINTE ANNE 🌱,Bandol Rouge,2000,750,ml,12.0,,,624,,,,FRANCE,,,"cinsault, grenache, mourvèdre",,,,,,,,,,
ZRS-0311-07,,CHATEAU SAINTE ANNE 🌱,Bandol Rouge,2007,750,ml,12.0,,,510,,,,FRANCE,,,"cinsault, grenache, mourvèdre",,,,,,,,,,
ZRS-0311-12,,CHATEAU SAINTE ANNE 🌱,Bandol Rouge,2012,750,ml,12.0,,,408,,,,FRANCE,,,"cinsault, grenache, mourvèdre",,,,,,,,,,
ZRS-0311-18,,CHATEAU SAINTE ANNE 🌱,Bandol Rouge,2018,750,ml,12.0,,,252,,,,FRANCE,,,"cinsault, grenache, mourvèdre",,,,,,,,,,
ZRS-0311-20,,CHATEAU SAINTE ANNE 🌱,Bandol Rouge,2020,750,ml,12.0,,,258,,,,FRANCE,,,"cinsault, grenache, mourvèdre",,,,,,,,,,
19-0272-16,,CHATEAU SAINTE ANNE 🌱,"""Cuvée Collection"" Bandol Rouge",2016,750,ml,12.0,,,360,,,,FRANCE,,,"cinsault, grenache, mourvèdre",,,,,,,,,,
ZRS-0877-23,,DOMAINE LATTARD 🌱 - new vintages!,VDF Roussanne,2023,750,ml,12.0,,,126,,,,FRANCE,,,roussanne,,,,,,,,,,
ZRS-0878-23,,DOMAINE LATTARD 🌱 - new vintages!,VDF Viognier,2023,750,ml,12.0,,,138,,,,FRANCE,,,viognier,,,,,,,,,,
ZRS-0879-22,,DOMAINE LATTARD 🌱 - new vintages!,VDF Syrah Rosé,2022,750,ml,12.0,,,126,,,,FRANCE,,,syrah,,,,,,,,,,
ZRS-0374-22,,DOMAINE LATTARD 🌱 - new vintages!,VDF Gamay,2022,750,ml,12.0,,,114,,,,FRANCE,,,gamay,,,,,,,,,,
ZRS-0876-23,,DOMAINE LATTARD 🌱 - new vintages!,VDF Syrah,2023,750,ml,12.0,,,120,,,,FRANCE,,,syrah,,,,,,,,,,
ZRS-2205-NV,,"DOMAINE DE LA ROCHE BUISSIERE (Antoine & Laurence Joly, Faucon) 🌱","""Le Rosé"" Côtes du Rhône Rosé",NV,750,ml,12.0,,,126,,,,FRANCE,,,grenache,,,,,,,,,,
ZRS-2206-23,,"DOMAINE DE LA ROCHE BUISSIERE (Antoine & Laurence Joly, Faucon) 🌱","""O La Belle Vie VDF Red""",2023,750,ml,12.0,,,114,,,,FRANCE,,,"syrah, grenache",,,,,,,,,,
ZRS-0586-22,,"DOMAINE DE LA ROCHE BUISSIERE (Antoine & Laurence Joly, Faucon) 🌱","""Petit Jo"" VDF Rouge",2022,750,ml,12.0,,,96,,,,FRANCE,,,"grenache, syrah",,,,,,,,,,
ZRS-0587-22,,"DOMAINE DE LA ROCHE BUISSIERE (Antoine & Laurence Joly, Faucon) 🌱","""Petite Jeanne"" Côtes du Rhône Rouge",2022,750,ml,12.0,,,144,,,,FRANCE,,,"grenache, syrah",,,,,,,,,,
ZR-RB-02-21,,"DOMAINE DE LA ROCHE BUISSIERE (Antoine & Laurence Joly, Faucon) 🌱","""Prémices"" Côtes du Rhône Rouge",2021,750,ml,12.0,,,108,,,,FRANCE,,,"grenache, syrah (carbonic)",,,,,,,,,,
ZRS-0588-22,,"DOMAINE DE LA ROCHE BUISSIERE (Antoine & Laurence Joly, Faucon) 🌱","""Prémices"" Côtes du Rhône Rouge",2022,750,ml,12.0,,,144,,,,FRANCE,,,"grenache, syrah (carbonic)",,,,,,,,,,
ZR-RB-03-20,,"DOMAINE DE LA ROCHE BUISSIERE (Antoine & Laurence Joly, Faucon) 🌱","""Flonflons"" Côtes du Rhône Rouge",2020,750,ml,12.0,,,120,,,,FRANCE,,,"syrah, grenache",,,,,,,,,,
ZRS-0590-21,,"DOMAINE DE LA ROCHE BUISSIERE (Antoine & Laurence Joly, Faucon) 🌱","""Flonflons"" Côtes du Rhône Rouge",2021,750,ml,12.0,,,156,,,,FRANCE,,,"syrah, grenache",,,,,,,,,,
19-0872-19,,"DOMAINE DE LA ROCHE BUISSIERE (Antoine & Laurence Joly, Faucon) 🌱","""Le Claux"" Côtes du Rhône Rouge",2019,750,ml,12.0,,,156,,,,FRANCE,,,"grenache, syrah",,,,,,,,,,
ZRS-0591-20,,"DOMAINE DE LA ROCHE BUISSIERE (Antoine & Laurence Joly, Faucon) 🌱","""Gaïa"" Côtes du Rhône Rouge",2020,750,ml,12.0,,,180,,,,FRANCE,,,"syrah, grenache",,,,,,,,,,
ZRS-1356-24,,CLOS DES MOURRES (Cairanne) 🌱 - new to portfolio!,"""Pompette"" VDF White",2024,750,ml,12.0,,,150,,,,FRANCE,,,"grenache blanc, clairette, bourboulenc",,,,,,,,,,
